message,link,permalink_url,created_time,type,name,id,shares/count,reactions/summary/total_count,reactions/summary/viewer_reaction,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment
,https://www.facebook.com/mcdonalds.tw/photos/a.359393464103344.76426.101615286547831/527026390673383/?type=3,https://www.facebook.com/mcdonalds.tw/posts/527026410673381,2013-03-14T16:10:45+0000,photo,麥當勞's cover photo,101615286547831_527026390673383,304,1570,NONE,1570,false,false,chronological,54,false
"你知道台灣有多少原住民歌手出自卑南族嗎？
台東知本的卑南卡地布部落，也是一個美聲的原鄉，歌手桑布伊傳承了祖先的好嗓子，把古調繼傳唱。現在就來為台東按讚！與族人一同載歌載舞迎接日出！

http://bit.ly/WAhG19
台東，早安 加油！",http://youtu.be/impdNkwfFEE,https://www.facebook.com/mcdonalds.tw/posts/576369939049114,2013-03-14T15:10:59+0000,video,台東 歡呼吧! 早晨!,101615286547831_576369939049114,36,528,NONE,528,false,false,chronological,13,false
,https://www.facebook.com/mcdonalds.tw/photos/a.359393464103344.76426.101615286547831/526594424049913/?type=3,https://www.facebook.com/mcdonalds.tw/posts/526594447383244,2013-03-13T15:59:13+0000,photo,麥當勞's cover photo,101615286547831_526594424049913,155,1508,NONE,1508,false,false,chronological,28,false
,https://www.facebook.com/mcdonalds.tw/photos/a.359393464103344.76426.101615286547831/526209000755122/?type=3,https://www.facebook.com/mcdonalds.tw/posts/526209030755119,2013-03-12T15:51:46+0000,photo,麥當勞's cover photo,101615286547831_526209000755122,316,2030,NONE,2030,false,false,chronological,37,false
"高雄！早安 加油！ 
小小一群人，可以轉動一座大大的城市！每天早晨通勤的巔峰時刻，高捷公司的員工們像一顆顆小螺絲釘堅守著崗位---成為轉動城市的樞紐，就是他們說“早安”的方式！ 
3月18日國際早餐日，早上7：00~10 ：00讓麥當勞請全台免費吃滿福堡，為大家的早晨加油！ 
(每店1000份，詳情請見麥當勞官網) 
http://bit.ly/YVO8ia

http://youtu.be/hExrM8vMgvQ",http://youtu.be/hExrM8vMgvQ,https://www.facebook.com/mcdonalds.tw/posts/516479641726715,2013-03-12T15:36:38+0000,video,轉動的城市,101615286547831_516479641726715,53,510,NONE,510,false,false,chronological,6,false
,https://www.facebook.com/mcdonalds.tw/photos/a.359393464103344.76426.101615286547831/525834130792609/?type=3,https://www.facebook.com/mcdonalds.tw/posts/525834187459270,2013-03-11T16:10:13+0000,photo,麥當勞's cover photo,101615286547831_525834130792609,799,4621,NONE,4621,false,false,chronological,58,false
"每天早起打拼的你，辛苦了！
3/18 國際早餐日，早上7~10 AM 讓麥當勞請全台免費吃滿福堡，為大家早安加油！
http://bit.ly/XL7vKL

現在先請每個人都給自己1個讚吧！
(每店1000份，詳情請見麥當勞官網)",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/525790074130348/?type=3,https://www.facebook.com/mcdonalds.tw/posts/525790084130347:0,2013-03-11T13:54:28+0000,photo,Timeline Photos,101615286547831_525790074130348,29077,41332,NONE,41332,false,false,chronological,574,false
難熬的BLUE MONDAY讓你心情下雨嗎?!  用熱呼呼又甜滋滋的紅豆派”惜惜”你的壞心情，幾個銅板就夠了！奶昔、聖代.....好多讓心情出太陽的美味，銅板輕鬆點都有哦http://www.mcdonalds.com.tw/n.php?id=146,https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/525663280809694/?type=3,https://www.facebook.com/mcdonalds.tw/posts/525698047472884:0,2013-03-11T08:00:03+0000,photo,Timeline Photos,101615286547831_525663280809694,122,1528,NONE,1528,false,false,chronological,36,false
"什麼事會讓你無‧法‧淡‧定？被老闆打槍？跟愛人分手？還是中華隊輸球？

早晨六點的台南孔廟，
有一群每天晨練的老人家，一招一式都充滿著對人生的淡定---比起自己每天驚濤駭浪的崩潰式人生，
這些年紀加起來超過1500歲的爺奶們，
才是淡定的最高境界，小夥子們還有得學呀！

早安加油第三站—1500歲的淡定
快到活動網站，幫他們、或你最愛的城市按讚加油http://bit.ly/14frpNL

看看全台大城小鎮，如何用最認真、最具創意的方式大聲說「早安 加油!」",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/524946920881330/?type=3,https://www.facebook.com/mcdonalds.tw/posts/525023067540382:0,2013-03-09T14:00:01+0000,photo,Timeline Photos,101615286547831_524946920881330,22,753,NONE,753,false,false,chronological,11,false
"你相信每個早晨不斷練習，可以累積出偉大的成果嗎？
協和國小足球隊，就是透過早晨不斷地練習讓速度更快、動作更成熟，漸漸地成為一支常勝軍！
http://bit.ly/YVO3LF

早安加油第二站--最萌足球隊的早晨
快到活動網站，幫他們、或你最愛的城市按讚加油
看看全台大城小鎮，如何用最認真、最具創意的方式大聲說「早安 加油!」",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/523280311047991/?type=3,https://www.facebook.com/mcdonalds.tw/posts/523389677703721:0,2013-03-06T14:00:01+0000,photo,Timeline Photos,101615286547831_523280311047991,27,788,NONE,788,false,false,chronological,17,false
你手上的好運卡是哪一張? 不管是哪一張，趕快去麥當勞兌換！！憑卡期間內無限兌換美味，不用買樂透，不用抽獎，天天換，天天賺，換越多就賺越多！http://www.mcdonalds.com.tw/n.php?id=137,https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/523162651059757/?type=3,https://www.facebook.com/mcdonalds.tw/posts/523162681059754:0,2013-03-06T03:38:38+0000,photo,Timeline Photos,101615286547831_523162651059757,120,2004,NONE,2004,false,false,chronological,58,false
"每天早晨睜開眼的第一瞬間，最迫不及待去作的第一件事是什麼呢？
澎湖科大海洋運動系的大學生，醒來就愛挑戰體能極限！
15度的氣溫, 扛著熱情獨木舟，向海前進吧！
 
「早安加油讚」第一站--跳港青春 http://bit.ly/Z6uBZg
快到活動網站，幫他們、或你最愛的城市按讚加油
看看全台大城小鎮，如何用最認真、最具創意的方式大聲說「早安 加油!」",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/521648874544468/?type=3,https://www.facebook.com/mcdonalds.tw/posts/521673804541975:0,2013-03-03T14:00:01+0000,photo,Timeline Photos,101615286547831_521648874544468,69,1032,NONE,1032,false,false,chronological,13,false
"『板烤鷄腿堡』前一波降價20元風暴，席捲全台，好評大熱賣！感謝大家支持，新推出去年廣受好評的『椒香白醬鷄腿堡』，板烤鷄腿排搭配椒香烤味醬及清爽豐盛的生菜，超值午/晚餐只要99元！當然不吃不可啊！

www.mcdonalds.com.tw/n.php?id=144",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/519738868068802/?type=3,https://www.facebook.com/mcdonalds.tw/posts/519738891402133:0,2013-02-27T03:03:21+0000,photo,Timeline Photos,101615286547831_519738868068802,266,2429,NONE,2429,false,false,chronological,53,false
"突然嘴饞的時候大家都怎麼辦呢？麥當勞最近推出的「銅板輕鬆點」，多樣豐富的選擇，通通都只要銅板價耶，真超值！不如今天點麥香鷄好了，你呢？

http://www.mcdonalds.com.tw/n.php?id=143",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/516858418356847/?type=3,https://www.facebook.com/mcdonalds.tw/posts/516858448356844:0,2013-02-20T02:40:01+0000,photo,Timeline Photos,101615286547831_516858418356847,650,4604,NONE,4604,false,false,chronological,176,false
"史無前例，史上降超大！一次狂降20元！
『板烤鷄腿堡』超值午/晚餐，長期降價，竟然只要……99元！快揉揉眼睛，真的沒看錯，還不快超值享受！",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/516644068378282/?type=3,https://www.facebook.com/mcdonalds.tw/posts/516644081711614:0,2013-02-19T13:36:17+0000,photo,Timeline Photos,101615286547831_516644068378282,1284,9100,NONE,9100,false,false,chronological,212,false
"過年超High，血拼、包紅包、春遊…一不小心荷包大失血！(驚)
麥當勞全新超值優惠券來囉！破天荒新增『超省午茶區』，紅配綠只要＄59，省錢不必省享受喔！

http://bit.ly/TRZzXF",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/511359985573357/?type=3,https://www.facebook.com/mcdonalds.tw/posts/515760491799973:0,2013-02-17T12:00:01+0000,photo,Timeline Photos,101615286547831_511359985573357,711,3538,NONE,3538,false,false,chronological,64,false
"假期進入最後高潮，還有幾天，一定要把握時間盡情玩樂！明天早上一家三人來份『早安分享餐』，開心享用一頓好早餐，充飽續攤電力！粉絲還想去哪玩啊?
http://www.mcdonalds.com.tw/n.php?id=137",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/511381742237848/?type=3,https://www.facebook.com/mcdonalds.tw/posts/514735788569110:0,2013-02-15T02:00:00+0000,photo,Timeline Photos,101615286547831_511381742237848,74,2215,NONE,2215,false,false,chronological,26,false
連續看好幾天火紅連續劇，真想大喊『本宮乏了！』，今天就~茶來伸手飯來張口吧！打給24hr歡樂送40-666-888，美味自動呈上來，享受帝王般的待遇！,https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/511401088902580/?type=3,https://www.facebook.com/mcdonalds.tw/posts/513805955328760:0,2013-02-13T02:00:00+0000,photo,Timeline Photos,101615286547831_511401088902580,83,2453,NONE,2453,false,false,chronological,48,false
"大年初二回娘家給媽媽一個驚喜吧！今年趁早出門，帶著『早安分享餐』，陪媽媽吃份早餐，記得多說點窩心話語，乖乖聽媽媽甜蜜的叨唸，讓今年留下溫馨的回憶！

http://www.mcdonalds.com.tw/n.php?id=137",https://www.facebook.com/mcdonalds.tw/videos/510991588943530/,https://www.facebook.com/mcdonalds.tw/videos/510991588943530/,2013-02-10T02:00:01+0000,video,,101615286547831_510991588943530,24,345,NONE,345,false,false,chronological,49,false
"九天連假明天就要開始囉! 從明晚起一連九天, 每晚8點到9點, 蛋捲冰淇淋只要5元(原價15元), 每一家店限100人(每人限購2支), 粉絲們記得早點行動喔!",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/511523095557046/?type=3,https://www.facebook.com/mcdonalds.tw/posts/511523115557044:0,2013-02-08T13:32:26+0000,photo,Timeline Photos,101615286547831_511523095557046,4962,12915,NONE,12915,false,false,chronological,278,false
"麥當勞賀新春!蛋捲冰淇淋只要5元！！！
從明天起限時9天，每晚8點到9點，只要5元就能吃蛋捲冰淇淋！新春假期就是要添喜氣，快揪親朋好友一起天天來麥當勞吃甜甜，過好年～！",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/510977798944909/?type=3,https://www.facebook.com/mcdonalds.tw/posts/511448288897860:0,2013-02-08T10:00:01+0000,photo,Timeline Photos,101615286547831_510977798944909,13515,18999,NONE,18999,false,false,chronological,408,false
"快過年囉！到時希望天天都能自然醒，和三兩家人好友，漫步到麥當勞，慢食『早安分享餐』，在豐足滿盤的美味中，好好放鬆，享受相聚小確幸！

http://www.mcdonalds.com.tw/n.php?id=137",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/510549495654406/?type=3,https://www.facebook.com/mcdonalds.tw/posts/510840508958638:0,2013-02-07T01:00:01+0000,photo,Timeline Photos,101615286547831_510549495654406,259,3482,NONE,3482,false,false,chronological,71,false
"頭戴瓜皮帽的海綿寶寶和穿著喜氣紅海灘褲的派大星跟您來拜年囉!
全球獨家新春版「海綿寶寶萬用卡套」，在麥當勞限量登場！只要消費任何食品+$59，就能得到這款新春配件，讓您福氣一整年！
http://www.mcdonalds.com.tw/#/news_cny",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/509914199051269/?type=3,https://www.facebook.com/mcdonalds.tw/posts/509914212384601:0,2013-02-05T04:25:10+0000,photo,Timeline Photos,101615286547831_509914199051269,119,1654,NONE,1654,false,false,chronological,43,false
"線人密報：跳水選手出現在台北車站廣場！？
原來是麥當勞最新戶外廣告，每當大家排隊進電梯，轉眼就像變成麥克鷄塊，以完美姿態跳進新沾醬了呢，呵呵！粉絲們改天經過，一定要拍照打卡喔！",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/504919062884116/?type=3,https://www.facebook.com/mcdonalds.tw/posts/504919082884114:0,2013-01-31T05:13:18+0000,photo,Timeline Photos,101615286547831_504919062884116,1984,20830,NONE,20830,false,false,chronological,251,false
"麥當勞「發財好運包」上市才一週，即受到粉絲瘋狂擁戴--$50發財金、無限次兌換大麥克與麥克鷄塊，還有蛇年吉祥籤詩，給你滿滿好運，2月26前買麥克鷄塊套餐就立即送！

了解更多：http://www.mcdonalds.com.tw/#/news_cny?page=red_Envelop",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/503727513003271/?type=3,https://www.facebook.com/mcdonalds.tw/posts/504404089602280:0,2013-01-30T03:00:00+0000,photo,Timeline Photos,101615286547831_503727513003271,340,3273,NONE,3273,false,false,chronological,78,false
"寒冬吃什麼甜點最應景？快來份熱騰騰的麥當勞紅豆派吧！季節限量上市只要$28，讓你的冬天充滿幸福的味道～嘴中甜蜜蜜、心裡暖呼呼。

了解更多：http://www.mcdonalds.com.tw/redir.php?to=news_cny_red_bean_pie",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/501878099854879/?type=3,https://www.facebook.com/mcdonalds.tw/posts/503628126346543:0,2013-01-28T07:00:01+0000,photo,Timeline Photos,101615286547831_501878099854879,526,4982,NONE,4982,false,false,chronological,103,false
"明天早餐你想買主餐送飲料？還是優惠加點？
2/8前列印或手機出示麥當勞早餐優惠券，買主餐免費喝咖啡、加點火腿蛋堡只要15元、薯餅買1送1...........好康吃不完，早起的粉絲有優惠，明天就立即享用！

了解更多：http://www.mcdonalds.com.tw/Campaign_201301_13700/?ref=osnews",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/502431839799505/?type=3,https://www.facebook.com/mcdonalds.tw/posts/503264086382947:0,2013-01-27T13:00:01+0000,photo,Timeline Photos,101615286547831_502431839799505,662,3799,NONE,3799,false,false,chronological,58,false
麥當勞給你新年「沾」喜氣！三款新沾醬搭配麥克鷄塊任你挑：新鮮金桔搭配美乃滋的金桔如意醬，還有用蜂蜜、蘋果醋與法國第戎芥末調配的蜂蜜芥末醬、以及甜中帶嗆的泰式香辣醬，現在點套餐加$29就有4塊麥克鷄塊，快找朋友一起沾喜氣！,https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/501864663189556/?type=3,https://www.facebook.com/mcdonalds.tw/posts/502206143155408:0,2013-01-25T02:30:00+0000,photo,Timeline Photos,101615286547831_501864663189556,374,3955,NONE,3955,false,false,chronological,63,false
"快過年了，好運自己送上門！
「麥當勞發財好運包」包包都有獎：有機會拿到$50發財金或四種好運卡，有了好運卡就可以無限次吃大麥克與麥克鷄塊！(詳細活動辦法請上官網) 2月26日前快到麥當勞買指定麥克鷄塊套餐就能得到發財好運包喔!

了解更多：http://www.mcdonalds.com.tw/#/news_cny?page=red_Envelop",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/501414716567884/?type=3,https://www.facebook.com/mcdonalds.tw/posts/501737806535575:0,2013-01-24T02:00:01+0000,photo,Timeline Photos,101615286547831_501414716567884,945,5613,NONE,5613,false,false,chronological,71,false
"麥當勞帶著海綿寶寶與派大星跟粉絲們拜早年囉～穿著麥當勞獨家新裝喜氣洋洋，歡迎粉絲轉貼分享，將年節祝福傳遞給你的親朋好友！

了解更多：http://www.mcdonalds.com.tw/#/news_cny",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/497905123585510/?type=3,https://www.facebook.com/mcdonalds.tw/posts/497905140252175:0,2013-01-16T06:39:09+0000,photo,Timeline Photos,101615286547831_497905123585510,1345,5043,NONE,5043,false,false,chronological,158,false
"什麼！2013年第10天，麥當勞就送上新年禮物，這當然是大家超愛的優惠券囉！別客氣快列印，或用手機上麥當勞網站，秀給服務員看也可以喔！

http://www.mcdonalds.com.tw/Campaign_201301_13700/",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/494838453892177/?type=3,https://www.facebook.com/mcdonalds.tw/posts/495183810524308:0,2013-01-10T01:00:02+0000,photo,Timeline Photos,101615286547831_494838453892177,2453,5840,NONE,5840,false,false,chronological,106,false
"有人已經用「辣翻的紅通通小菊花 」換到「塔香辣粉搖搖薯條」。 
 麥當勞「一辣換一辣」跟你比辣拼創意！只要有「辣」通通拿來換「勁辣」！ 1000組勁辣獎項等你換，一起辣翻全台灣！

快來換辣： http://bit.ly/10do1Fs",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/488974814478541/?type=3,https://www.facebook.com/mcdonalds.tw/posts/492907200751969:0,2013-01-05T16:00:01+0000,photo,Timeline Photos,101615286547831_488974814478541,55,1428,NONE,1428,false,false,chronological,59,false
"究竟有多辣!!?
怎麼可以用「超辣的瑪麗蓮夢露唇印」換到「勁辣香鷄翅 」!!
麥當勞跟你「一辣換一辣」 ，還不快拿你的「辣」拿來換「勁辣」！

快來換辣： http://bit.ly/10do1Fs",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/488921057817250/?type=3,https://www.facebook.com/mcdonalds.tw/posts/491477020894987:0,2013-01-02T16:00:02+0000,photo,Timeline Photos,101615286547831_488921057817250,287,8162,NONE,8162,false,false,chronological,118,false
2013第一個上班日，期待一個美好的開始---那就去麥當勞吃個活力早餐吧！不管是滿福香鷄堡或哈姆吉士堡、搭配香醇的現煮咖啡，套餐價只要$49，用一個元氣飽滿的早晨，讓整個2013都信心滿滿 http://www.mcdonalds.com.tw/#/news_bfast2pc,https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/491221207587235/?type=3,https://www.facebook.com/mcdonalds.tw/posts/491221227587233:0,2013-01-02T02:16:35+0000,photo,Timeline Photos,101615286547831_491221207587235,183,2485,NONE,2485,false,false,chronological,54,false
"天啊！我竟然用一張「辣爆的燃燒小宇宙」的照片，換到一個「勁辣雞腿堡」！大家快發揮想像力，只要上傳與「辣」有關的照片與文字，通通有機會換到勁辣獎項！ 

快來換辣： http://bit.ly/10do1Fs",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/488920711150618/?type=3,https://www.facebook.com/mcdonalds.tw/posts/490458854330137:0,2012-12-31T16:00:02+0000,photo,Timeline Photos,101615286547831_488920711150618,335,12635,NONE,12635,false,false,chronological,158,false
"什什….什麼!!?
有人竟然用「劉文聰嗆辣打火機 」換到「勁辣鷄腿堡」!!?全台大換辣，只要有「辣」通通拿來換「勁辣」！ 還不快來換？

快來換辣： http://bit.ly/10do1Fs",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/488920264483996/?type=3,https://www.facebook.com/mcdonalds.tw/posts/489548514421171:0,2012-12-29T16:00:02+0000,photo,Timeline Photos,101615286547831_488920264483996,715,20462,NONE,20462,false,false,chronological,269,false
"跨年假期終於開始囉！為歡慶民國102年，麥當勞大請客，大薯買一送一，連續102小時不間斷！早餐時段為薯餅買一送一，從民國101年12月28日夜間10：00起，至民國102年1月2日凌晨4:00止(放煙火+灑花)
快來樂倒薯:http://bit.ly/XyL6g8",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/488877857821570/?type=3,https://www.facebook.com/mcdonalds.tw/posts/488877867821569:0,2012-12-28T01:57:55+0000,photo,Timeline Photos,101615286547831_488877857821570,1670,10392,NONE,10392,false,false,chronological,174,false
"會不會太扯!!?  
竟然有人用「少年啪辣虎」換「勁辣香鷄翅」？
麥當勞「一辣換一辣」跟你比辣拼創意！只要有「辣」通通拿來換「勁辣」！ 勁辣獎項等你換，一起辣翻全台灣！

快來換辣： http://bit.ly/10do1Fs",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/488405004535522/?type=3,https://www.facebook.com/mcdonalds.tw/posts/488663154509707:0,2012-12-27T16:00:01+0000,photo,Timeline Photos,101615286547831_488405004535522,405,14309,NONE,14309,false,false,chronological,168,false
"麥當勞「一辣換一辣」跟你拼辣拼創意，管你是麻辣鍋地獄拉麵辣妹辣媽甚至噴火酷斯拉，只要有「辣」通通拿來換「勁辣」！勁辣獎項等你換，一起辣翻全台灣！ 

快來換辣： http://bit.ly/10do1Fs",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/487556564620366/?type=3,https://www.facebook.com/mcdonalds.tw/posts/487971937912162:0,2012-12-26T02:30:02+0000,photo,Timeline Photos,101615286547831_487556564620366,555,9832,NONE,9832,false,false,chronological,164,false
大恭喜！我們一起創網路奇蹟啦！30萬網友連薯極速達陣，麥當勞優惠加碼! 從民國101年12月28日夜間10：00起，至民國102年1月2日凌晨4:00止，大薯買一送一大請客挺你瘋跨年，連續102小時不間斷！(早餐時段為薯餅買一送一),https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/487509831291706/?type=3,https://www.facebook.com/mcdonalds.tw/posts/487509844625038:0,2012-12-25T07:21:50+0000,photo,Timeline Photos,101615286547831_487509831291706,15613,28435,NONE,28435,false,false,chronological,345,false
"猜猜看！跨年開車出遊走哪條路省時又省荷包？答案是...麥當勞得來速！
即日起到得來速，消費就送「得來速VIP卡」(有效至2013/6/30)，憑卡可享加價優惠：蘋果派、小薯、蛋捲冰淇淋、小杯冷飲只要10元！
VIP卡即日起限量發送，快來搶先獲得得來速VIP禮遇，為跨年連假作準備吧！

http://www.mcdonalds.com.tw/#/service/drivethrough/?page=special",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/486969588012397/?type=3,https://www.facebook.com/mcdonalds.tw/posts/486969604679062:0,2012-12-24T02:22:58+0000,photo,Timeline Photos,101615286547831_486969588012397,601,3049,NONE,3049,false,false,chronological,85,false
大感謝！大薯買一送一連薯30萬讚極速達陣！感謝大家熱情連薯，加碼優惠內容即將在民國101年12月25日下午3:00正式公開！,,https://www.facebook.com/mcdonalds.tw/posts/486734624702560,2012-12-23T15:55:36+0000,status,,101615286547831_486734624702560,780,19772,NONE,19772,false,false,chronological,130,false
最近臉書都在傳，只要湊齊30萬人連薯，麥當勞的大薯優惠再加碼，只差9萬人就達陣！告急快衝刺！沒連薯的快連薯，連薯過的揪朋友，一起到活動網站連薯！http://bit.ly/XyL6g8,http://www.mcdonalds.com.tw/Campaign_201212_13508/,https://www.facebook.com/mcdonalds.tw/posts/295907953863139,2012-12-22T09:29:21+0000,link,快加入連薯，讓麥當勞跨年大請客！,101615286547831_295907953863139,410,6739,NONE,6739,false,false,chronological,53,false
