message,link,permalink_url,created_time,type,name,id,shares/count,reactions/summary/total_count,reactions/summary/viewer_reaction,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment
"只要再等2天，1955美式培根牛肉堡就回來了，從此隨時想吃就吃！快來製作你專屬的買一送一嚐鮮券吧！

製作專屬嚐鮮券 http://bit.ly/1955coupon",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/825344310841588/?type=3,https://www.facebook.com/mcdonalds.tw/posts/834514493257903:0,2014-09-29T02:00:01+0000,photo,Timeline Photos,101615286547831_825344310841588,28,542,NONE,542,false,false,chronological,17,false
"中華隊好棒棒！挺進亞運棒球冠軍賽啦！
訂歡樂送 補充體力，全力助陣中華隊！

歡樂送網路訂餐 http://bitly.com/MCDelivery",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/833702270005792/?type=3,https://www.facebook.com/mcdonalds.tw/posts/833974213311931:0,2014-09-28T02:00:01+0000,photo,Timeline Photos,101615286547831_833702270005792,8,603,NONE,603,false,false,chronological,8,false
吼~~~~！小火龍棒球隊究竟會不會打出紅不讓呢？！周六快來麥當勞聽哲也與水腦揭曉答案吧！~http://bit.ly/mcdbookII,https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/833123423397010/?type=3,https://www.facebook.com/mcdonalds.tw/posts/833151246727561:0,2014-09-26T06:00:01+0000,photo,Timeline Photos,101615286547831_833123423397010,6,290,NONE,290,false,false,chronological,7,false
"歐麥尬！！麥當勞早安鬧鐘APP 9/24~10/23第二波『超好運』大獎登場囉，天天送ASUS Store1萬元購物金，還有約300,000 份ASUS 100元購物金等你拿!!
立馬天天設鬧鐘就有機會中！(握拳) --> http://goo.gl/hRb90H",http://goo.gl/hRb90H,https://www.facebook.com/mcdonalds.tw/posts/831971573512195,2014-09-24T23:00:00+0000,link,麥當勞早安鬧鐘APP,101615286547831_831971573512195,119,4170,NONE,4170,false,false,chronological,77,false
"全球麥當勞經典巨星『1955美式培根牛肉堡』即將登場！
憑你最經典的照片登上嚐鮮券，10/1~10/2就能憑此嚐鮮券買一送一，快來麥當勞出示，優惠立刻到手！

製作專屬嚐鮮券 http://bit.ly/1955coupon",http://campaign.mcdonalds.com.tw/1955/,https://www.facebook.com/mcdonalds.tw/posts/831954240180595,2014-09-24T04:53:39+0000,link,立享1955美式培根牛肉堡買一送一！,101615286547831_831954240180595,413,2907,NONE,2907,false,false,chronological,76,false
"全新快樂兒童餐免費童書又來了！本周(9/24)推出小朋友超愛的”小火龍棒球隊” ！限量發行，動作要快唷！
http://bit.ly/mcdbookII",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/831495360226483/?type=3,https://www.facebook.com/mcdonalds.tw/posts/831515220224497:0,2014-09-23T06:00:01+0000,photo,Timeline Photos,101615286547831_831495360226483,168,2865,NONE,2865,false,false,chronological,31,false
"颱風來襲，本周末原訂的彰化童書作者見面會將取消，尚請見諒。 http://bit.ly/mcdbookII
提醒所有粉絲們注意颱風最新動態，出門小心安全 ~",,https://www.facebook.com/mcdonalds.tw/posts/830137837028902,2014-09-20T12:14:46+0000,status,,101615286547831_830137837028902,2,212,NONE,212,false,false,chronological,9,false
"小寶貝發揮想像力的時間到囉！~(灑花)
麥當勞小小彩繪家繪畫比賽現正開跑中，冠軍還可成為真的餐盒喔！
>>快來麥當勞餐廳索取報名畫紙http://bit.ly/ltcreator",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/828224123886940/?type=3,https://www.facebook.com/mcdonalds.tw/posts/829007677141918:0,2014-09-18T02:00:00+0000,photo,Timeline Photos,101615286547831_828224123886940,662,5105,NONE,5105,false,false,chronological,57,false
"衝刺前必備”良物”是..？
立馬Follow 2014麥當勞紅襪愛路跑活動>>https://www.youtube.com/watch?v=vGIk0DJ39Fo",https://www.youtube.com/watch?v=vGIk0DJ39Fo&feature=youtu.be,https://www.facebook.com/mcdonalds.tw/posts/828608930515126,2014-09-17T06:05:00+0000,link,給我紅襪爆發力，邀你一起逗陣走,101615286547831_828608930515126,99,2792,NONE,2792,false,false,chronological,27,false
"只有最快的手，腳才能穿上最潮的紅襪！
9月15日中午12點起，2014麥當勞紅襪愛路跑，秒殺衝刺報名！
名額有限，搶看報名資訊 http://bit.ly/DayRun",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/826274787415207/?type=3,https://www.facebook.com/mcdonalds.tw/posts/827143723994980:0,2014-09-14T12:00:00+0000,photo,Timeline Photos,101615286547831_826274787415207,338,3440,NONE,3439,false,false,chronological,116,false
"你能忍受多久沒見到家人?  

超感人團圓紀錄   分享給你珍愛的人
http://youtu.be/GJogwsLvXis",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/825406454168707/?type=3,https://www.facebook.com/mcdonalds.tw/posts/825689154140437:0,2014-09-11T02:00:00+0000,photo,Timeline Photos,101615286547831_825406454168707,4,389,NONE,389,false,false,chronological,9,false
"到底誰是豬？就是胡麻豬排堡！！！
香脆豬排搭配爽脆高麗菜絲，嚴選台灣在地食材，麥當勞超值全餐新選擇只要$99，趕快來嚐鮮！
時時都超值：http://bitly.com/mcdtonkatsu",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/825056974203655/?type=3,https://www.facebook.com/mcdonalds.tw/posts/825274500848569:0,2014-09-10T02:00:01+0000,photo,Timeline Photos,101615286547831_825056974203655,123,3438,NONE,3438,false,false,chronological,160,false
給你一指與卡機說掰掰的機會！教你如何清除佔據手機容量的APP驚喜收藏-->http://bit.ly/appteach2,https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/822760024433350/?type=3,https://www.facebook.com/mcdonalds.tw/posts/824803864228966:0,2014-09-09T02:00:02+0000,photo,Timeline Photos,101615286547831_822760024433350,6,399,NONE,399,false,false,chronological,16,false
祝大家『嫦』相廝守，與最薯意的人團圓過中秋！,https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/821350481240971/?type=3,https://www.facebook.com/mcdonalds.tw/posts/824325944276758:0,2014-09-08T02:00:02+0000,photo,Timeline Photos,101615286547831_821350481240971,37,1763,NONE,1763,false,false,chronological,8,false
"舉頭望明月，低頭思薯香
月亮節，預祝大家團圓大快樂喔！",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/821311287911557/?type=3,https://www.facebook.com/mcdonalds.tw/posts/822774804431872:0,2014-09-05T09:00:00+0000,photo,Timeline Photos,101615286547831_821311287911557,57,2062,NONE,2062,false,false,chronological,22,false
"11月1日的大事，就是和萬人一起穿上紅白條紋襪，為愛起跑
2014麥當勞紅襪愛路跑，你準備好了嗎？名額有限，搶看報名資訊
http://bit.ly/DayRun",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/821290061247013/?type=3,https://www.facebook.com/mcdonalds.tw/posts/821643124545040:0,2014-09-04T02:00:00+0000,photo,Timeline Photos,101615286547831_821290061247013,263,2589,NONE,2589,false,false,chronological,51,false
"明天就是『全民甜點日』，如何讓麥當勞請你免費吃？
只要設定9/4的『早安鬧鐘APP』，憑優惠卷就送買任何套餐送蛋捲冰淇淋、冰炫風或蘋果派！只限明天，非衝不可啊(握拳)！
>>立即下載：http://goo.gl/hRb90H",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/819000041476015/?type=3,https://www.facebook.com/mcdonalds.tw/posts/821218491254170:0,2014-09-03T02:00:01+0000,photo,Timeline Photos,101615286547831_819000041476015,134,1701,NONE,1701,false,false,chronological,20,false
11月1日有大事發生  你準備好了嗎？？,https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/820296464679706/?type=3,https://www.facebook.com/mcdonalds.tw/posts/820296841346335:0,2014-09-01T04:29:58+0000,photo,Timeline Photos,101615286547831_820296464679706,19,700,NONE,700,false,false,chronological,33,false
"酸甜濃郁的法式特調芥末醬，咬一口就讓你深深愛上，法式芥末香鷄堡期間限定，快來嚐鮮！
　
搭配小杯玉米濃湯1+1=$50 更划算喔！
　
http://bit.ly/HMBurger",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/817494171626602/?type=3,https://www.facebook.com/mcdonalds.tw/posts/817876074921745:0,2014-08-27T06:00:00+0000,photo,Timeline Photos,101615286547831_817494171626602,92,1119,NONE,1119,false,false,chronological,25,false
"周末早晨就該擺脫匆忙步調，來麥當勞悠閒享受『好時光大早餐』～
現在買早安盤餐組就送『Extra沁甜草莓口香糖』喔！
　
http://bit.ly/Bfastplatter",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/815443605164992/?type=3,https://www.facebook.com/mcdonalds.tw/posts/815471855162167:0,2014-08-22T12:00:01+0000,photo,Timeline Photos,101615286547831_815443605164992,35,5183,NONE,5183,false,false,chronological,32,false
"【夏日加分必備】
泳圈　可愛+10
墨鏡　帥氣+10
熱帶鳳梨揚蝦/雙牛堡   美味+100
 　
快來嚐鮮：http://bit.ly/TropicalBurger",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/811340922241927/?type=3,https://www.facebook.com/mcdonalds.tw/posts/811341042241915:0,2014-08-14T08:38:17+0000,photo,Timeline Photos,101615286547831_811340922241927,42,810,NONE,810,false,false,chronological,32,false
"吃完幸福美滿的早餐，記得切換到口氣清新模式喔！
現在買『好時光大早餐』就送『Extra沁甜草莓口香糖』！http://bit.ly/Bfastplatter",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/807207505988602/?type=3,https://www.facebook.com/mcdonalds.tw/posts/811173518925334:0,2014-08-13T23:00:01+0000,photo,Timeline Photos,101615286547831_807207505988602,103,5927,NONE,5927,false,false,chronological,65,false
"得來速60秒極速服務 挑戰start！
從結帳完成到取餐只要超過60秒，就送你大麥克！快來按下碼錶！
　
http://bit.ly/DT60s",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/810444398998246/?type=3,https://www.facebook.com/mcdonalds.tw/posts/810862605623092:0,2014-08-13T08:00:01+0000,photo,Timeline Photos,101615286547831_810444398998246,137,1897,NONE,1897,false,false,chronological,126,false
"熱帶水果mix濃滑冰淇淋，要你這個夏天回味無窮，熱帶水果冰品全新上市！
　
冰炫風現在第2杯半價，你一杯我一杯分享最超值！
　
http://bit.ly/TropicalDessert",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/810452225664130/?type=3,https://www.facebook.com/mcdonalds.tw/posts/810750035634349:0,2014-08-13T02:00:01+0000,photo,Timeline Photos,101615286547831_810452225664130,218,2299,NONE,2299,false,false,chronological,47,false
"恭喜7大快手~周X菁、楊X瑩、許X瑋 、王X灃、江X瑜、游X聖、張X涵入手以下超好運禮：
艾薇兒Avril Lavigne最新搖滾大碟、文件夾、海報菲董 Pharrell Williams全球神曲專輯、聯名T-shirt

晚一步的人，快升級/下載『麥當勞早安鬧鐘APP』，天天設鬧鐘，天天繼續享驚喜喔！
→→立馬升級/下載APPhttp://goo.gl/hRb90H",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/809858262390193/?type=3,https://www.facebook.com/mcdonalds.tw/posts/810262412349778:0,2014-08-12T02:00:01+0000,photo,Timeline Photos,101615286547831_809858262390193,3,301,NONE,301,false,false,chronological,7,false
"喔耶，麥當勞夏日暢飲大請客！
大杯冷飲買一送一超爽der ！
今天揪同學明天找死黨，就是要天天報到麥當勞囉！
　
只到8/31喔，快來解渴：http://bit.ly/DrinkBOGO",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/808308985878454/?type=3,https://www.facebook.com/mcdonalds.tw/posts/809751112400908:0,2014-08-11T02:30:00+0000,photo,Timeline Photos,101615286547831_808308985878454,1052,14258,NONE,14258,false,false,chronological,260,false
"早起果然好處多(無誤)！今天早上寫信到branding.tw@sonymusic.com 留下姓名與電話的前7位快手，立刻獲得天王天后的超好運禮！早安加油快衝啊！

超好運禮：
艾薇兒Avril Lavigne最新搖滾大碟、文件夾、海報
菲董 Pharrell Williams全球神曲專輯、聯名T-shirt(共7套)

欲知詳請請洽Sony music",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/808254582550561/?type=3,https://www.facebook.com/mcdonalds.tw/posts/809701332405886:0,2014-08-11T00:00:01+0000,photo,Timeline Photos,101615286547831_808254582550561,3,305,NONE,305,false,false,chronological,3,false
"再貴重的禮物也比不上，花一杯咖啡的時光
讓全世界最堅強的男人，露出最溫暖可愛的笑容

爸，父親節快樂！",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/804495279593158/?type=3,https://www.facebook.com/mcdonalds.tw/posts/808281225881230:0,2014-08-08T09:00:00+0000,photo,Timeline Photos,101615286547831_804495279593158,28,880,NONE,880,false,false,chronological,4,false
"夏天就想…鳳梨一下！
　
整片香煎鳳梨遇見整隻Q彈鮮蝦，咬一口彷彿就徜徉在熱帶大海中，熱帶鳳梨揚蝦堡即刻上市！熱帶鳳梨雙牛堡同步推出！
　
你還沒鳳梨一下嗎？ http://bit.ly/TropicalBurger",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/807757415933611/?type=3,https://www.facebook.com/mcdonalds.tw/posts/808146895894663:0,2014-08-08T02:30:03+0000,photo,Timeline Photos,101615286547831_807757415933611,179,1804,NONE,1804,false,false,chronological,40,false
"升級/新下載『麥當勞早安鬧鐘APP』沒搶到演唱會門票？
沒關係！今天誰最快起床，搶先發信到Sony Music：branding.tw@sonymusic.com，前兩名快手，立刻獲得超人氣聲優中川翔子演唱會門票喔！

時間： 8/2(六) 18:00進場，19:00開場
地點； The Wall (台北市羅斯福路四段200號B1)
備註：演唱會門票共兩套，一套含兩張門票，如欲知活動詳情請洽sony music",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/803945276314825/?type=3,https://www.facebook.com/mcdonalds.tw/posts/803945649648121:0,2014-07-31T02:12:33+0000,photo,Timeline Photos,101615286547831_803945276314825,11,330,NONE,330,false,false,chronological,13,false
