message,link,permalink_url,created_time,type,id,shares/count,reactions/summary/total_count,reactions/summary/viewer_reaction,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment,name,message_tags/0/id,message_tags/0/name,message_tags/0/type,message_tags/0/offset,message_tags/0/length,message_tags/1/id,message_tags/1/name,message_tags/1/type,message_tags/1/offset,message_tags/1/length
"看臉書，大家的周末都好精彩喔！
想比別人更早精彩，就吃『好精彩大早餐』，有義美厚片吐司、櫸木煙燻火腿、清爽開胃的小百香四季沙拉…超多樣豐盛，而且任何早安盤餐組，飲料升級還送Coca-Cola 年份曲線杯喔！

哇！早安盤餐組好多選擇 (詳情請見官網) >>http://bitly.com/ltoplatter2",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/973244496051568/?type=3,https://www.facebook.com/mcdonalds.tw/posts/973244496051568:0,2015-06-05T14:00:01+0000,photo,101615286547831_973244496051568,27,1241,NONE,1241,false,false,chronological,19,false,Timeline Photos,,,,,,,,,,
"<限時好康快報>
恐怖喔~傳說夏天晚上千萬不能落單，因為……
2015/6/10-9/8晚上9點到12點，大薯第二包$10啊！

不要落單，快揪朋友到麥當勞>>http://bit.ly/hphour02",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/974264379282913/?type=3,https://www.facebook.com/mcdonalds.tw/posts/974264379282913:0,2015-06-05T04:00:00+0000,photo,101615286547831_974264379282913,2220,44254,NONE,44254,false,false,chronological,1346,false,Timeline Photos,,,,,,,,,,
"<限時好康快報>
根據研究，夏天午後兩個人走在馬路上，比一個人涼快！

因為…2015/6/10-9/8  下午1點到6點，大杯冷飲第二杯$10啦！

快揪朋友/同事到麥當勞>>http://bit.ly/hphour01",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/974264192616265/?type=3,https://www.facebook.com/mcdonalds.tw/posts/974264192616265:0,2015-06-05T04:00:00+0000,photo,101615286547831_974264192616265,480,28160,NONE,28160,false,false,chronological,362,false,Timeline Photos,,,,,,,,,,
"『HAPPY行動故事車』本週來台中和南投囉！有麥當勞叔叔、漢堡神偷、大鳥姐姐、奶昔大哥擔綱主演的『行動故事劇場』，還有精選童書看到飽喔！先放下家裡電視、手機平板，這週末要趁早來喔！
想知道何時巡迴到你家？快加入『 麥麥童樂會』或上網 http://bit.ly/mcdbook1",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/973414159367935/?type=3,https://www.facebook.com/mcdonalds.tw/posts/973414159367935:0,2015-06-04T02:00:00+0000,photo,101615286547831_973414159367935,16,436,NONE,436,false,false,chronological,7,false,Timeline Photos,845235395538285,麥麥童樂會,page,107,5,,,,,
"『下一站 麥當勞！』湯瑪士小火車第一次開進麥當勞囉！
熱血努力又可愛的，每款還附驚喜文具功能，天天陪你向前衝喔！

跟著小火車衝衝衝  >>http://bitly.com/mcdtoy061",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/972350636140954/?type=3,https://www.facebook.com/mcdonalds.tw/posts/972350636140954:0,2015-06-03T08:00:01+0000,photo,101615286547831_972350636140954,352,1868,NONE,1868,false,false,chronological,107,false,Timeline Photos,,,,,,,,,,
"【麥當勞「 “Coca-Cola”年份曲線杯」畫說時代之旅-3 】
1955，麥當勞與“可口可樂”成為夥伴。印度Ipung Kurniawan的作品，充滿爪哇皮影、圖騰與蠟染圖案等元素，他以當年時尚風格與點唱機，表現經典音樂與歡樂感。「 “Coca-Cola”年份曲線杯」6款不同年份，全套收藏才夠樂，只在麥當勞！
 
買任一經典套餐，薯條及飲料升級
送“Coca-Cola”年份曲線杯一個 http://bitly.com/cokeglass5",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/969446956431322/?type=3,https://www.facebook.com/mcdonalds.tw/posts/969446956431322:0,2015-06-03T02:00:01+0000,photo,101615286547831_969446956431322,109,28336,NONE,28336,false,false,chronological,52,false,Timeline Photos,,,,,,,,,,
"滴答倒數… 再過幾天，年度強檔芝麻冰品就要和各位暫別了！
還沒吃夠的，千萬把握最後機會，趕緊多吃幾杯
把黑芝麻的濃香牢牢記住！
快找最近的麥當勞 http://bit.ly/sesameflurry5",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/967581053284579/?type=3,https://www.facebook.com/mcdonalds.tw/posts/967581053284579:0,2015-06-01T06:00:00+0000,photo,101615286547831_967581053284579,258,31652,NONE,31652,false,false,chronological,300,false,Timeline Photos,,,,,,,,,,
"【麥當勞「 “Coca-Cola”年份曲線杯」畫說時代之旅-2 】
1916，“可口可樂”曲線瓶獲得認證。澳洲Irene Feleo擅長用多樣色彩表現幾何圖案，並將人臉融入其中。他以慶祝歡樂城鎮與電車誕生為主題，表現1916年的歡樂。「 “Coca-Cola”年份曲線杯」6款不同年份，全套收藏才夠樂，只在麥當勞！
 
買任一經典套餐，薯條及飲料升級
送“Coca-Cola”年份曲線杯一個 http://bitly.com/cokeglass4",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/969446673098017/?type=3,https://www.facebook.com/mcdonalds.tw/posts/969446673098017:0,2015-06-01T02:00:01+0000,photo,101615286547831_969446673098017,29,721,NONE,721,false,false,chronological,12,false,Timeline Photos,,,,,,,,,,
"你都如何享受週末的精彩? 就從『好精彩大早餐』開始吧!

清爽開胃的小百香四季沙拉、2公分厚切的義美吐司，搭配櫸木煙燻火腿、滑嫩雙炒蛋和香煎豬肉片，再加上外酥內綿的金黃薯餅…精彩滿滿滿出來啊！

精彩從週末的早餐開始>> http://bitly.com/ltoplatter1",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/970041413038543/?type=3,https://www.facebook.com/mcdonalds.tw/posts/970041413038543:0,2015-05-29T14:00:01+0000,photo,101615286547831_970041413038543,42,1192,NONE,1192,false,false,chronological,32,false,Timeline Photos,,,,,,,,,,
"【麥當勞「 “Coca-Cola”年份曲線杯」畫說時代之旅-1 】
1899，“可口可樂”開始裝瓶與運送販售！香港畫家Stephen Chan以當年港口發展為背景，用懷舊照片的樸實色調描繪地標與人物，重現貿易文化與年代歡樂感。「 “Coca-Cola”年份曲線杯」6款不同年份，全套收藏才夠樂，只在麥當勞！
 
買任一經典套餐，薯條及飲料升級
送“Coca-Cola”年份曲線杯一個 http://bitly.com/cokeglass3",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/969442133098471/?type=3,https://www.facebook.com/mcdonalds.tw/posts/969442133098471:0,2015-05-29T02:00:02+0000,photo,101615286547831_969442133098471,21,898,NONE,898,false,false,chronological,16,false,Timeline Photos,,,,,,,,,,
"酷夏消暑新選擇！
最新推出『野莓/柳橙酷蘇打』，是果汁也是氣泡蘇打，還喝得到天然果粒，“果”然酷！

馬上GO>>http://bitly.com/mcfizz1",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/969509449758406/?type=3,https://www.facebook.com/mcdonalds.tw/posts/969509449758406:0,2015-05-27T06:00:02+0000,photo,101615286547831_969509449758406,318,45532,NONE,45532,false,false,chronological,414,false,Timeline Photos,,,,,,,,,,
"從1915紅到2015的迷人曲線，抓住所有視線！
來自法國的「 ” Coca-Cola” 年份曲線杯」 ，杯杯有口皆碑！全套6款，限量登場，收藏就要來一手！

詳情請見官網>>http://bitly.com/cokeglass1",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/969441756431842/?type=3,https://www.facebook.com/mcdonalds.tw/posts/969441756431842:0,2015-05-27T02:00:02+0000,photo,101615286547831_969441756431842,1057,46384,NONE,46384,false,false,chronological,504,false,Timeline Photos,,,,,,,,,,
"什麼迷人曲線，超過一百年依然風靡？
什麼來自法國，能讓所有人完全瘋迷？
 
5/27起在麥當勞買任一經典套餐
薯條及飲料升級即可免費擁有！",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/969438263098858/?type=3,https://www.facebook.com/mcdonalds.tw/posts/969438263098858:0,2015-05-26T08:00:00+0000,photo,101615286547831_969438263098858,349,11288,NONE,11288,false,false,chronological,193,false,Timeline Photos,,,,,,,,,,
"媽媽和麥當勞一起進行的秘密計畫…
在一起是，距離再遠，也無法分隔彼此。
(內有超強洋蔥，一定要看到最後)",https://www.facebook.com/mcdonalds.tw/videos/968881086487909/,https://www.facebook.com/mcdonalds.tw/videos/968881086487909/,2015-05-25T08:00:01+0000,video,101615286547831_968881086487909,166126,243246,NONE,243101,false,false,chronological,13864,false,媽媽和麥當勞一起進行的秘密計畫…,,,,,,,,,,
"Thank God It's Friday!!!
歡樂送用澎湃的『美式歡聚餐』撫慰心靈，滿$388還加送四塊麥克鷄塊！

下載APP >> http://bit.ly/m4dapp3
網路訂餐>> http://bit.ly/m4dwos3
電話訂餐>> 40-666-888
※此優惠僅限歡樂送電話、網路、APP訂餐使用，不含外送費$35",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/956167064425978/?type=3,https://www.facebook.com/mcdonalds.tw/posts/956167064425978:0,2015-05-22T08:00:00+0000,photo,101615286547831_956167064425978,69,11533,NONE,11533,false,false,chronological,79,false,Timeline Photos,,,,,,,,,,
"這禮拜「HAPPY行動故事車」要風雨無阻巡迴囉！
台南的大小朋友在哪裡？基隆的鄉親快喊聲右！上午10點至下午5點集合囉！麥當勞叔叔的「行動故事劇場」要將歡樂故事帶給大家，渡過開開心心的週末囉！還有好多故事書可以自由閱讀唷~　
　
偷看下週會巡迴到哪去>> http://bit.ly/mcdbook1",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/966835823359102/?type=3,https://www.facebook.com/mcdonalds.tw/posts/966835823359102:0,2015-05-21T02:00:01+0000,photo,101615286547831_966835823359102,32,493,NONE,493,false,false,chronological,25,false,Timeline Photos,,,,,,,,,,
千呼萬喚始出來，5月16日『麥麥辦桌』宜蘭場大成功！快來看麥當勞優質食材與蘭陽在地特產，如何擦出令人食指大動的火花！http://bit.ly/bandohIlan,https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/965768516799166/?type=3,https://www.facebook.com/mcdonalds.tw/posts/965768516799166:0,2015-05-18T10:00:00+0000,photo,101615286547831_965768516799166,75,16734,NONE,16734,false,false,chronological,65,false,Timeline Photos,,,,,,,,,,
"【今日最佳降溫對策】
花30元立享香濃芝麻聖代，涼快一下！
年度強檔，不容錯過
現在就找最近的麥當勞 http://bit.ly/sesameflurry5",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/964390940270257/?type=3,https://www.facebook.com/mcdonalds.tw/posts/964390940270257:0,2015-05-18T08:00:01+0000,photo,101615286547831_964390940270257,137,17112,NONE,17112,false,false,chronological,142,false,Timeline Photos,,,,,,,,,,
千呼萬喚始出來，『麥麥辦桌』宜蘭場搶先看！麥當勞優質食材與蘭陽在地特產，一起擦出令人食指大動的美味火花！,https://www.facebook.com/mcdonalds.tw/photos/a.964926513550033.1073741841.101615286547831/964927253549959/?type=3,,2015-05-16T15:38:19+0000,photo,101615286547831_964927253549959,23,38,NONE,38,false,false,chronological,4,false,『麥麥辦桌』宜蘭古早味！上菜！,,,,,,,,,,
"冰炫風第二杯半價！５/１５-５/１７限時３天！
考季到了，怎麼能心浮氣躁！快來杯芝麻冰炫風，讓頭腦冷靜、思緒更清晰，無論什麼難題，都考不倒你！冰炫風口味任選，第二杯半價！
快！找最近的麥當勞>> http://bit.ly/sesameflurry3",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/961209333921751/?type=3,https://www.facebook.com/mcdonalds.tw/posts/961209333921751:0,2015-05-15T06:00:01+0000,photo,101615286547831_961209333921751,1026,42841,NONE,42841,false,false,chronological,886,false,Timeline Photos,,,,,,,,,,
"玩個心理測驗決定中午吃什麼吧！
你嚮往: 
1. 紐約都會的時尚上班族
2. 加州陽光下的型男正妹

選1：你會超愛有濃郁奶香起司的『艾曼塔起司鷄腿焙果』
選2：你會迷戀有五種香草的『香草五重奏鷄腿堡』

美味解秘>> http://bit.ly/McToA
歡樂送網路訂餐>> https://www.mcdelivery.com.tw/",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/963479433694741/?type=3,https://www.facebook.com/mcdonalds.tw/posts/963479433694741:0,2015-05-14T02:00:01+0000,photo,101615286547831_963479433694741,14,712,NONE,712,false,false,chronological,5,false,Timeline Photos,,,,,,,,,,
"獨家直擊！麥當勞的最高鷄密！
人家說天機不可洩漏，養鷄卻是公開的祕密！特派員151要帶大家去瞧瞧麥當勞特約養鶏場，糾～竟有什麼秘密！",https://www.facebook.com/mcdonalds.tw/videos/962554550453896/,https://www.facebook.com/mcdonalds.tw/videos/962554550453896/,2015-05-13T14:00:01+0000,video,101615286547831_962554550453896,828,21555,NONE,21033,false,false,chronological,627,false,,,,,,,,,,,
"壓力太大啦啦啦！減壓竟只要設鬧鐘？！
寶靈魔法學院 讓你偷看未來事件簿、
商業周刊 alive 請超大咖給你名言加持…
只在全新升級「麥當勞早安鬧鐘APP」喔！
　
想減壓樂活？免費下載APP！>> http://goo.gl/t1F1U3",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/951636204879064/?type=3,https://www.facebook.com/mcdonalds.tw/posts/951636494879035,2015-05-13T01:00:01+0000,photo,101615286547831_951636494879035,14,830,NONE,830,false,false,chronological,23,false,Photos from 麥當勞's post,110937762276143,寶靈魔法學院,page,19,6,488312884609800,商業周刊 alive,page,37,10
"享受法式風味料理，不花一張小朋友，只要$ 50 ！

酥嫩香鷄排佐頂級法式芥末醬，巧搭餐前湯或餐後飲料，1+1= $ 50新選擇，為您呈獻『法式芥末香鷄堡』！

立刻品嘗>>http://bit.ly/newsba3",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/959864917389526/?type=3,https://www.facebook.com/mcdonalds.tw/posts/959864917389526:0,2015-05-11T03:00:03+0000,photo,101615286547831_959864917389526,18,1055,NONE,1055,false,false,chronological,17,false,Timeline Photos,,,,,,,,,,
"麥當勞獻上感恩的康乃馨，祝每位媽媽母親節快樂！

今天下午2點到5點，只要小朋友幫媽媽點餐
麥當勞就招待一杯免費芝麻聖代，讓你們甜蜜在一起喔！
http://bit.ly/mcMomday2

加入 麥麥童樂會感受更多親子感動和好康",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/960398007336217/?type=3,https://www.facebook.com/mcdonalds.tw/posts/960398007336217:0,2015-05-10T02:00:01+0000,photo,101615286547831_960398007336217,51,1995,NONE,1995,false,false,chronological,9,false,Timeline Photos,845235395538285,麥麥童樂會,page,100,5,,,,,
"噗噗~高雄跟台北的朋友注意囉，本週「HAPPY行動故事車」將會南北兩邊趕場，上午10點至下午5點快來用閱讀來歡度週末！還有麥當勞叔叔、漢堡神偷、大鳥姐姐、奶昔大哥擔綱主演的「行動故事劇場」要為小寶貝帶來滿滿的歡樂故事！
　
那下週要該到哪追星呢？>>http://bit.ly/mcdbook1",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/961163907259627/?type=3,https://www.facebook.com/mcdonalds.tw/posts/961163907259627:0,2015-05-08T08:00:00+0000,photo,101615286547831_961163907259627,18,409,NONE,409,false,false,chronological,8,false,Timeline Photos,,,,,,,,,,
"在這感恩的日子，換孩子幫媽媽做一件事囉！

5/9及5/10 母親節期間(下午2點到5點)
只要小朋友幫媽媽點餐
麥當勞就免費請你們吃一杯芝麻聖代！

記得分享給其他媽媽喔！
http://bit.ly/mcMomday1

加入 麥麥童樂會感受更多親子感動和好康",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/960397360669615/?type=3,https://www.facebook.com/mcdonalds.tw/posts/960397360669615:0,2015-05-07T02:00:01+0000,photo,101615286547831_960397360669615,356,1172,NONE,1172,false,false,chronological,43,false,Timeline Photos,845235395538285,麥麥童樂會,page,116,5,,,,,
"什麼是50元的最高CP值？
1+1=$50新選擇，『法式芥末香鷄堡』+玉米湯或飲料，吃堡喝足，請客也不傷荷包喔！

揭曉所有1+1=$50餐點>>http://bit.ly/newsba2",https://www.facebook.com/mcdonalds.tw/videos/959898577386160/,https://www.facebook.com/mcdonalds.tw/videos/959898577386160/,2015-05-06T06:00:00+0000,video,101615286547831_959898577386160,66,2679,NONE,2679,false,false,chronological,65,false,,,,,,,,,,,
"快設鬧鐘，到燦坤現折$500、買一送一…
像開外掛一樣神！難道這是燦坤藍鑽卡神VIP特權？
No…只要下載「麥當勞早安鬧鐘APP」你也可以！　
　
快免費下載，不只麥當勞優惠喔！>> http://goo.gl/65xEK1",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/951729891536362/?type=3,https://www.facebook.com/mcdonalds.tw/posts/951729998203018,2015-05-06T01:00:04+0000,photo,101615286547831_951729998203018,16,762,NONE,762,false,false,chronological,15,false,Photos from 麥當勞's post,,,,,,,,,,
"一次享受五種香草在口中起舞的感覺！『香草五重奏鷄腿堡』嫩煎香草雞腿肉搭配加州香草醬，五種香草一層又一層交疊出華麗的食尚滋味～讓味蕾感受Bling Bling的驚艷！

Enjoy加州的熱情繽紛>>http://bit.ly/McToA
歡樂送網路訂餐>>https://www.mcdelivery.com.tw",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/959446304098054/?type=3,https://www.facebook.com/mcdonalds.tw/posts/959446304098054:0,2015-05-05T02:00:01+0000,photo,101615286547831_959446304098054,19,918,NONE,918,false,false,chronological,10,false,Timeline Photos,,,,,,,,,,
"想品嚐空前絕後的麥麥辦桌美食嗎？
只剩最後一天報名啦！
5月3日23:59前加入網路排隊 http://bit.ly/bandohIlan2
就有機會抽中5月16日麥麥辦桌宜蘭場入席資格！",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/954296451279706/?type=3,https://www.facebook.com/mcdonalds.tw/posts/954296451279706:0,2015-05-02T02:00:01+0000,photo,101615286547831_954296451279706,155,15902,NONE,15902,false,false,chronological,58,false,Timeline Photos,,,,,,,,,,
"連假何處去，週末陪孩子來麥當勞聽故事吧！
　
童書作者見面會最後兩場，
快把握機會>>http://bit.ly/mcdbook1",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/957756380933713/?type=3,https://www.facebook.com/mcdonalds.tw/posts/957756380933713:0,2015-05-01T12:00:01+0000,photo,101615286547831_957756380933713,5,323,NONE,323,false,false,chronological,5,false,Timeline Photos,,,,,,,,,,
"2015年「HAPPY行動故事車」台灣巡迴起跑囉！
首站5月2日(六)10:00-17:00就在新北市藝文特區，有麥當勞叔叔帶來好聽的行動故事劇場，有好看的免費自由閱讀的童書，還有送限量閱讀禮物，送完為止！讓我們一起閱讀 心越近",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/958051444237540/?type=3,https://www.facebook.com/mcdonalds.tw/posts/958051444237540:0,2015-05-01T07:00:01+0000,photo,101615286547831_958051444237540,20,426,NONE,426,false,false,chronological,11,false,Timeline Photos,,,,,,,,,,
"歡慶五一勞動節！ 不管你的月薪多少K，讓我們敬辛苦的自己一杯『芝麻冰炫風』吧！現在買，還送”舒潔濕式面紙”，送完為止。
現在就切換連假模式>>http://bit.ly/sesameflurry3",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/957853407590677/?type=3,https://www.facebook.com/mcdonalds.tw/posts/957853407590677:0,2015-05-01T02:00:01+0000,photo,101615286547831_957853407590677,61,1808,NONE,1808,false,false,chronological,28,false,Timeline Photos,,,,,,,,,,
"當季的水果最美味、最營養! 
快樂兒童餐推出附餐水果新選擇，嚴選台灣本產且符合TGAP生產履歷規範的聖女小番茄，多汁鮮美更富含茄紅素，期間限定喔!",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/957618744280810/?type=3,https://www.facebook.com/mcdonalds.tw/posts/957618744280810:0,2015-04-30T06:00:01+0000,photo,101615286547831_957618744280810,19,1332,NONE,1332,false,false,chronological,3,false,Timeline Photos,,,,,,,,,,
"去年初登場，就風靡至今的芝麻冰炫風，你吃過了嗎？
現在買，就送『舒潔濕式面紙』！
濃濃的芝麻香，融合滑順的冰淇淋，每一口都吃得到卡滋卡滋的焦糖脆片，口感甜而不膩….口水要流下來了嗎？快拿舒潔濕式面紙擦一下喔！　想吃？快找離你最近的麥當勞 http://bit.ly/sesameflurry2",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/957014187674599/?type=3,https://www.facebook.com/mcdonalds.tw/posts/957014187674599:0,2015-04-30T02:00:03+0000,photo,101615286547831_957014187674599,99,2225,NONE,2225,false,false,chronological,48,false,Timeline Photos,,,,,,,,,,
"千呼萬喚的人氣冰品，再次襲捲！濃香的黑芝麻、義美製造的冰淇淋、還有卡滋脆片，這麼多好料，竟然只要30元！ 
C/P值爆表、價格超公道！快找最近的麥當勞 https://bit.ly/rubyflurry03",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/957012921008059/?type=3,https://www.facebook.com/mcdonalds.tw/posts/957012921008059:0,2015-04-29T06:00:01+0000,photo,101615286547831_957012921008059,368,8052,NONE,8052,false,false,chronological,317,false,Timeline Photos,,,,,,,,,,
"啊～繽紛湧上味蕾的… 是奧勒岡葉？迷迭香？羅勒葉？百里香？還是披薩草？California『香草五重奏鷄腿堡』融合濃郁的加州香草醬，搭配嫩煎香草鷄腿肉，絕妙加州風味，就像一場精采的感官饗宴！

馬上Fun縱你的味蕾>>http://bit.ly/McToA
歡樂送網路訂餐>>https://www.mcdelivery.com.tw",https://www.facebook.com/mcdonalds.tw/videos/956740947701923/,https://www.facebook.com/mcdonalds.tw/videos/956740947701923/,2015-04-29T02:00:02+0000,video,101615286547831_956740947701923,43,597,NONE,597,false,false,chronological,23,false,麥當勞 California 香草五重奏鷄腿堡,,,,,,,,,,
"經過一年的漫長等待，終於來了！就是明天！
創下百萬杯銷售紀錄的＿＿冰品，襲捲全台！

提示一：小小一粒，營養價值高
提示二：濃郁、富含香氣
提示三：抗氧化的養生聖品

猜到沒？明天麥當勞正式揭曉！",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/956187101090641/?type=3,https://www.facebook.com/mcdonalds.tw/posts/956187101090641:0,2015-04-28T02:00:00+0000,photo,101615286547831_956187101090641,57,1443,NONE,1443,false,false,chronological,89,false,Timeline Photos,,,,,,,,,,
"快設這款鬧鐘，終結每天賴床的重複情節！
送你 許匡匡、Ring Ring 療癒系漫畫，甜甜的正能量讓你甦醒～
獨家只在全新升級「麥當勞早安鬧鐘APP」喔！
　
免費下載APP，送你療癒心情漫畫！>> http://goo.gl/cSSoLY",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/951635851545766/?type=3,https://www.facebook.com/mcdonalds.tw/posts/951636091545742,2015-04-28T01:00:02+0000,photo,101615286547831_951636091545742,11,832,NONE,832,false,false,chronological,18,false,Photos from 麥當勞's post,154844301263305,許匡匡,page,24,3,235913539937065,Ring Ring,page,28,9
"麥麥辦桌到宜蘭！網路排隊起跑囉！
5/3前加入排隊，就有機會抽中5/16麥麥辦桌宜蘭場入席資格。還能請朋友幫忙衝人氣！
多一個人氣，就多一個抽獎機會喔！
快報名抽獎免費呷好料>>  http://bit.ly/bandohIlan1",http://bit.ly/bandohIlan1,https://www.facebook.com/mcdonalds.tw/posts/956001227775895,2015-04-27T02:00:00+0000,link,101615286547831_956001227775895,558,26448,NONE,26448,false,false,chronological,148,false,麥麥辦桌宜蘭古早味！上菜！,,,,,,,,,,
"快設鬧鐘，免費送小薯、經典大早餐單點只要$50…！
不斷努力超越自己的優惠券～
只在強力升級版的麥當勞早安鬧鐘APP喔！
　
免費下載，全方位驚喜天天送！>> http://goo.gl/aY2FTI",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/951635628212455/?type=3,https://www.facebook.com/mcdonalds.tw/posts/951635754879109,2015-04-23T01:00:00+0000,photo,101615286547831_951635754879109,67,4530,NONE,4530,false,false,chronological,129,false,Photos from 麥當勞's post,,,,,,,,,,
"本週精彩故事書已經到貨囉，快帶著孩子從故事裡共同探索想像世界！
　
本週買快樂兒童餐，就送『看我！看我！ 』或『象什麼……』，趕快來蒐集，送完為止喔！
http://bit.ly/mcdbook1",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/952867128089305/?type=3,https://www.facebook.com/mcdonalds.tw/posts/952871128088905:0,2015-04-22T09:00:01+0000,photo,101615286547831_952867128089305,15,481,NONE,481,false,false,chronological,5,false,Timeline Photos,,,,,,,,,,
"麥麥辦桌 『婉君上菜單』你覺得取什麼菜名最有梗？

這道「葛瑪蘭西魯肉」可是宜蘭經典功夫菜，考驗總鋪師的火候。講究地以浸泡蝦米香菇的水做高湯、炸過蛋酥的油來爆香，才能讓香氣盪氣迴腸。再用滿福豬肉餅、蝦米、香菇、大白菜放入砂鍋煮沸，最後以少許黑醋香油提味，灑上蛋酥。工序費時的程度，根本是國宴級的享受！

請在本照片下方，以留言的方式發表創意菜名，就有機會登上5/16麥麥辦桌宜蘭場正式菜單並獲得$3,000麥當勞禮券喔！

✦活動辦法✦
活動時間：即日起~2015年4月23日23:59止
活動辦法：在本篇貼文留下你的創意菜名
活動獎項：獲選者可得NT$3,000元麥當勞禮券，每道菜選出1名，共3個得獎名額
得獎名單：將於4月27日在本篇貼文下方公佈得獎菜名&幸運得獎粉絲

其它注意事項：
❶ 每人/每個FB帳號僅限一次得獎機會，不限上傳菜名數，菜名不得重覆。
❷ 若投稿名稱獲選，同意其創意菜名完全授權台灣麥當勞「麥麥辦桌」活動相關使用。
❸ 麥當勞禮券無使用期限，恕不能以禮券購買禮券，禮券損毀以致模糊不可辨認，恕不接受兌換或補發，不得折換現金。
❹ 得獎名單將於4月27日公告在麥當勞FB粉絲團post留言處，得獎者需於4月30日23:59前將您的得獎資料(包含：姓名/聯絡電話/寄送地址/身份證正反面影本)寄到mcdronaldfb@gmail.com；並完成填寫勞務報酬單等領獎程序，逾期回覆及寄送資料提供不完整者視同棄權，不予遞補得獎名額，且台灣麥當勞無須負任何責任。
❺若有負面不雅言詞或不相關留言，台灣麥當勞有權利得予以刪除。
❻本活動獎項寄送地區僅限台、澎、金、馬地區，海外地區恕無法配送。
❼台灣麥當勞保留擴大、修改、取消、終止該活動以及更改活動截止日期的權利，無需做出解釋或通知。
❽依中華民國稅法規定，得獎者若為中華民國境內居住之個人，且所得獎項價值超過新臺幣（以下同）1 千元以上時，主辦單位將於翌年開立所得稅扣繳憑單予得獎者。得獎者若為非中華民國境內 居住之個人（即在中華民國境內居住未達183天之本國人及外國人）， 不論得獎獎項價值，均須先就得獎所得扣繳 20％機會中獎稅金，始可領獎，且主辦單位須開立所得稅扣繳憑單給得獎人。若得獎人者不願意給付得獎獎商品之稅額，則視為得獎人者自動棄權，不具得獎資格。前述稅捐法規如有更新或變動者，依修正後之規定辦理。",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/950191198356898/?type=3,https://www.facebook.com/mcdonalds.tw/posts/952732421436109:0,2015-04-22T03:00:01+0000,photo,101615286547831_950191198356898,128,6365,NONE,6365,false,false,chronological,861,false,Timeline Photos,,,,,,,,,,
