message,link,permalink_url,created_time,type,id,shares/count,reactions/summary/total_count,reactions/summary/viewer_reaction,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment,name,message_tags/0/id,message_tags/0/name,message_tags/0/type,message_tags/0/offset,message_tags/0/length
"你知道最近正妹流行跳什麼舞嗎？
你想看正妹超萌的表情嗎？
十校校園正妹和麥當勞叔叔一起跳麥當勞妖怪體操
要用可愛召喚你！",https://www.facebook.com/mcdonalds.tw/videos/1107961749246508/,https://www.facebook.com/mcdonalds.tw/videos/1107961749246508/,2016-01-22T11:40:58+0000,video,101615286547831_1107961749246508,10585,71231,NONE,71214,false,false,chronological,3149,false,,,,,,
"怎麼叫歡樂送，多送了一盒4塊麥克鷄塊！？
絕對沒錯，滿$398 就送喔！(無誤)",http://mcdtw.com/m4d/011/,https://www.facebook.com/mcdonalds.tw/posts/1102661329776550,2016-01-21T02:00:01+0000,link,101615286547831_1102661329776550,64,2620,NONE,2620,false,false,chronological,65,false,倒數好鷄會，快叫歡樂送！,,,,,
"【迎新年吸金大法】招式公開
第壹式：來人氣聚集寶地麥當勞
第貳式：吃下金迎招財薯來堡餐或金迎招財福堡餐
第叁式：隨餐送造型紅包袋1組 (1份2入)

輕鬆練就吸金大法，鈔票有如囊中物，哇哈哈哈… (以下為空谷回音)

更多吸金堡物 >>http://mcdtw.com/cny/003/",http://mcdtw.com/cny/004/,https://www.facebook.com/mcdonalds.tw/posts/1091666494209367,2016-01-20T02:00:00+0000,link,101615286547831_1091666494209367,38,1575,NONE,1575,false,false,chronological,52,false,吸金美味、竟還能歡樂送到家！,,,,,
"麥當勞粉絲最愛的超人氣商品全都在這裡，你怎能錯過？
分享你最愛的優惠，揪人一起吃麥當勞，衝啊！

看全部優惠內容>>http://mcdtw.com/cp/002/",http://mcdtw.com/cp/002/,https://www.facebook.com/mcdonalds.tw/posts/1093322567377093,2016-01-16T02:00:00+0000,link,101615286547831_1093322567377093,2878,11800,NONE,11800,false,false,chronological,585,false,麥當勞,,,,,
"軟中帶勁、越嚼越香的滿福堡有超多口味，你愛哪一種？
測出2016你會獲得什麼滿滿收穫！

1. 無敵豬肉滿福堡加蛋
2. 滿福香鷄堡加蛋
3. 滿福鮮蔬堡

快看解答↓
選1：你職場無敵，荷包滿滿
選2：你天賜良鷄，桃花滿滿
選3：你舒暢樂活，健康滿滿
驚！揭曉更多滿福堡 >>http://mcdtw.com/m4d/003/",http://mcdtw.com/m4d/004/,https://www.facebook.com/mcdonalds.tw/posts/1091639310878752,2016-01-14T23:00:01+0000,link,101615286547831_1091639310878752,23,1572,NONE,1572,false,false,chronological,45,false,立刻歡樂送網路訂餐,,,,,
"無論現在幾點，歡樂送24hr隨時想點就點！
現在歡樂送滿$398 (不含外送費)，免費請你吃四塊麥克鷄塊喔(原價$49)！",http://mcdtw.com/m4d/010/,https://www.facebook.com/mcdonalds.tw/posts/1097540670288616,2016-01-13T08:00:00+0000,link,101615286547831_1097540670288616,119,6047,NONE,6047,false,false,chronological,82,false,立刻網路訂餐，請客吃四塊麥克鷄塊！,,,,,
"期待2016年擁有金光閃閃的開運好兆頭嗎？
試試麥當勞“金迎招財薯來堡&金迎招財福堡”吧
香煎厚實嫩牛/鷄肉、裹滿濃郁黑胡椒醬，配上金黃酥脆的薯餅…
口感酥嫩交融！讓你大飽口福，招財納福薯不盡！
立刻嚐好運>>http://mcdtw.com/cny/001/",https://www.facebook.com/mcdonalds.tw/videos/1091653747543975/,https://www.facebook.com/mcdonalds.tw/videos/1091653747543975/,2016-01-13T02:00:00+0000,video,101615286547831_1091653747543975,223,4037,NONE,4037,false,false,chronological,277,false,添口福！走好運！贏手氣！就是要吃金迎招財薯來堡,,,,,
"在越親的人面前，愛，越羞怯難說出口！
感謝粉絲 @Cindy Liu提醒了我們！
『McCafé對話杯』讓你盡情抒寫開不了口的一句話，也歡迎閱讀他人最有溫度的內心話喔！
立刻抒寫>> http://mcdtw.com/McCafe/013/",http://mcdtw.com/McCafe/013/,https://www.facebook.com/mcdonalds.tw/posts/1098881283487888,2016-01-12T02:00:01+0000,link,101615286547831_1098881283487888,93,6853,NONE,6853,false,false,chronological,26,false,咖啡讓對話更有溫度,,,,,
"家人之間的對話，常常覺得理所當然一旦脫口而出，反而失去原來的溫度讓一杯咖啡，為你們開啟一段對話請留言，分享你最想對家人說的話！
就有機會抽限量精裝McCafé對話筆記本，讓每一句對話都更有溫度！
(McCafé對話筆記本實品圖請見留言處)

✦活動辦法✦
❶ 活動期間即日起至2016年1月14日 23:59止，每人/每個FB帳號僅限一次得獎機會，電腦隨機抽出3個得獎名額。
❷ 將於2016年1月18日在本篇貼文下方公佈幸運得獎粉絲。得獎者可獲得限量精裝McCafé對話筆記本1本，共3個名額。
❸ 得獎者需於2016年1月21日23:59前將您的寄送資料(包含：中文姓名/聯絡電話/個人FB Link及寄送地址)寄到mcdtaiwan@gmail.com，逾期回覆及寄送資料提供不完整者視同棄權，不予遞補得獎名額，且台灣麥當勞無須負任何責任。
❹ 台灣麥當勞將於2016年1月31日前寄出獎項。本活動獎項寄送地區僅限台、澎、金、馬地區，海外地區恕無法配送。
❺若有負面不雅言詞或不相關留言，台灣麥當勞有權利得予以刪除。
❻台灣麥當勞保留擴大、修改、取消、終止該活動以及更改活動截止日期的權利，無需做出解釋或通知。",https://www.facebook.com/mcdonalds.tw/videos/1099238223452194/,https://www.facebook.com/mcdonalds.tw/videos/1099238223452194/,2016-01-08T12:00:01+0000,video,101615286547831_1099238223452194,2255,23878,NONE,23871,false,false,chronological,666,false,,,,,,
"今夜給你溫暖抱抱，守護著你的美夢入睡!

『史努比愛在一起抱枕』買任何套餐+ $199就有，限量兩款來蒐藏喔  >> http://mcdtw.com/np/002/",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1099327173443299/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1099327173443299:0,2016-01-07T09:00:00+0000,photo,101615286547831_1099327173443299,188,3468,NONE,3468,false,false,chronological,108,false,Timeline Photos,,,,,
"超值免費吃麥克鷄塊，立即訂餐！
想吃就免費請你吃！歡樂送滿$398 (不含外送費)，四塊麥克鷄塊~免費 (原價$49)！",http://mcdtw.com/m4d/009/,https://www.facebook.com/mcdonalds.tw/posts/1097538263622190,2016-01-07T02:00:01+0000,link,101615286547831_1097538263622190,135,3514,NONE,3514,false,false,chronological,83,false,免費請你吃四塊麥克鷄塊！,,,,,
"從曖昧再往前一步，卻再沒勇氣說出口？

何妨試試有溫度的抒寫，讓對方更有fu ！
『McCafé對話杯』邀你線上抒寫愛情、友情…最有溫度的一句話，還有機會秀在麥當勞粉絲團上喔！
立刻抒寫>> http://mcdtw.com/McCafe/012/",http://mcdtw.com/McCafe/012/,https://www.facebook.com/mcdonalds.tw/posts/1097615560281127,2016-01-06T08:00:00+0000,link,101615286547831_1097615560281127,332,18281,NONE,18281,false,false,chronological,88,false,咖啡讓對話更有溫度,,,,,
"真的假的？「無敵豬肉滿福堡加蛋」這麼厲害？
因為有雙層香煎豬肉片，活力無敵！
搭配香烤鬆軟的滿福麵包，嚼勁也無敵！
早餐就這麼滿足，包你一整天活力滿滿滿~

揭開無敵大秘密>>http://mcdtw.com/m4d/001/
迫不及待？歡樂送>>http://mcdtw.com/m4d/002/",https://www.facebook.com/mcdonalds.tw/videos/1091635854212431/,https://www.facebook.com/mcdonalds.tw/videos/1091635854212431/,2016-01-05T23:00:00+0000,video,101615286547831_1091635854212431,83,2143,NONE,2143,false,false,chronological,82,false,最無敵的早餐，最飽滿的活力,,,,,
"就是今天！2016第一波超強溫暖抱抱來襲！
『史努比愛在一起抱枕』1/4(一)早上11點，
全台麥當勞獨家推出，精選二款，買任何套餐+ $199就有喔！
超Q給你抱抱 >>http://mcdtw.com/np/001/",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1093974483978568/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1093974483978568:0,2016-01-04T02:00:00+0000,photo,101615286547831_1093974483978568,3667,35972,NONE,35972,false,false,chronological,3326,false,Timeline Photos,,,,,
"有一種對話，熱烈真切卻難以開口
他的名字叫做告白
讓一杯咖啡，為你們開啟一段對話

請留言，分享你最難忘的告白經驗吧",https://www.facebook.com/mcdonalds.tw/videos/1094025720640111/,https://www.facebook.com/mcdonalds.tw/videos/1094025720640111/,2016-01-03T12:00:00+0000,video,101615286547831_1094025720640111,5802,59801,NONE,59795,false,false,chronological,1421,false,,,,,,
"新年猴省猴吉利，麥當勞最新優惠券，讓你餐餐省更多！現在購買套餐…
+$45 吃大麥克
+$39 吃麥脆鷄
+$50 吃無敵豬肉滿福堡加蛋

不論早餐晚餐還是點心
到麥當勞出示優惠就能用>>",http://mcdtw.com/cp/001/,https://www.facebook.com/mcdonalds.tw/posts/1091671097542240,2016-01-03T02:00:00+0000,link,101615286547831_1091671097542240,1152,7754,NONE,7754,false,false,chronological,191,false,限時優惠券，讓你餐餐省,,,,,
"2016 = 愛你一路

你想和誰2016一路愛在一起？
快Tag他一起迎接新年囉！

超有梗！快追蹤麥當勞官方Instagram
>>http://instagram.com/mcdonaldstw",https://49.media.tumblr.com/43b016964554a7c55d1a697c5df2f7d2/tumblr_o06o14LXFS1v3zaoao1_500.gif,https://www.facebook.com/mcdonalds.tw/posts/1094806493895367,2015-12-31T12:00:02+0000,link,101615286547831_1094806493895367,111,1857,NONE,1857,false,false,chronological,56,false,49.media.tumblr.com,,,,,
"咦！怎麼櫃台服務員是你家寶貝呢？

『小麥麥體驗營』讓寶貝化身小小經理、小小服務員…親手製作飲料給你喝，讓你超感動，拍照拍不停！

好評爆棚！
2016/1/1早上10：00起，開放網路報名>> http://mcdtw.com/lm/001/

快加入麥當勞唯一官方親子粉絲團 麥麥童樂會",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1086976044678412/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1086976044678412:0,2015-12-31T08:00:01+0000,photo,101615286547831_1086976044678412,26,371,NONE,371,false,false,chronological,22,false,Timeline Photos,845235395538285,麥麥童樂會,page,141,5
"今天跨年夜，大聲說最瘋狂的餐廳是哪一家？
當然是麥‧當‧勞！

漢堡神偷潮男，準備好了！
麥當勞萌少女，準備好了！

今晚來麥當勞就有機會看到變裝趴，一起High到2016！",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1094588363917180/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1094588587250491,2015-12-31T02:00:01+0000,photo,101615286547831_1094588587250491,25,1139,NONE,1139,false,false,chronological,47,false,Photos from 麥當勞's post,,,,,
"是流星雨耶！快留言許願~你想和誰在一起？
就會像史努比和查理布朗~永遠不分開喔！

現在買快樂兒童餐，免費送史努比玩具，
全套10款，週週出新款，記得到麥當勞把史努比帶回家喔
>>http://mcdtw.com/toy/010",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1093957707313579/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1093957707313579:0,2015-12-30T02:00:00+0000,photo,101615286547831_1093957707313579,324,22938,NONE,22938,false,false,chronological,312,false,Timeline Photos,,,,,
"大感謝！超過2千位粉絲貢獻創意，快擠爆粉絲團啦！
有人想看麥當勞叔叔相關主題、有人想看超萌變裝、有人想看2016火紅話題…
 
登登登登！麥當勞3大跨年變裝主題發表囉
1. 超萌麥當勞少女&漢堡神偷潮男
2. 正妹版麥麥夢幻童話
3. 我的麥當勞少女時代
 
12/31跨年夜快來麥當勞，就有機會親身體驗變裝趴，等你來喔~",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1094019803974036/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1094020570640626,2015-12-29T10:30:01+0000,photo,101615286547831_1094020570640626,63,1377,NONE,1377,false,false,chronological,54,false,Photos from 麥當勞's post,,,,,
"自己的新超值全餐、自己自由配！
粉領族午餐→
麥香魚+四季沙拉+綠茶 (低卡輕負擔)
大學生鬥牛後→
美式培根牛肉堡+麥脆鷄+雪碧 (超爽快)
就是哈甜點→
勁辣鷄腿堡+冰炫風+可口可樂® (冰火兩重天)
快留言你最愛的配法、秀出你的美味Style吧！
更多美味配方>>http://mcdtw.com/evm/004/",http://campaign.mcdonalds.com.tw/linkref/20151207/1/?v=20151207,https://www.facebook.com/mcdonalds.tw/posts/1082270135149003,2015-12-25T02:00:00+0000,link,101615286547831_1082270135149003,36,484,NONE,484,false,false,chronological,38,false,campaign.mcdonalds.com.tw,,,,,
"聖誕快樂就是…
和最愛的人在一起

快留言和朋友一起分享聖誕快樂！

立即加入麥當勞官方Instagram，發現不一樣的麥當勞>>https://www.instagram.com/mcdonaldstw/",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1090202881022395/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1090202881022395:0,2015-12-24T08:00:00+0000,photo,101615286547831_1090202881022395,33,815,NONE,815,false,false,chronological,12,false,Timeline Photos,,,,,
"誰能一口氣唸出菜單→嫩煎厚實牛搭香酥鮮鮭佐青檸蒔蘿醬堡
無法低調的美味就是有北海道鮭魚+100%紐澳純牛肉的『海陸雙星堡』！
還有北海道鮭魚堡，等你嚐鮮喔 >>http://mcdtw.com/sf/005/
歡樂送網路點餐，立刻品嚐！>>http://mcdtw.com/sf/006/",https://www.facebook.com/mcdonalds.tw/videos/1079196362123047/,https://www.facebook.com/mcdonalds.tw/videos/1079196362123047/,2015-12-24T02:00:00+0000,video,101615286547831_1079196362123047,52,2356,NONE,2356,false,false,chronological,162,false,,,,,,
"冬暖了，史努比登陸麥當勞了！
現在買快樂兒童餐，免費送史努比玩具，
全套10款，款款暖心，必蒐集喔！

週週出新款，怎能錯過>>http://mcdtw.com/toy/009",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1090199984356018/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1090199984356018:0,2015-12-23T08:00:00+0000,photo,101615286547831_1090199984356018,969,22951,NONE,22951,false,false,chronological,748,false,Timeline Photos,,,,,
"【史努比陶瓷手拿杯 分享免費抽！】

今年耶誕節希望收到什麼禮物呢？敲口愛的『史努比陶瓷手拿杯』有專屬禮盒，12/31前購買還附贈2杯那堤兌換券(價值$130以上)，你絕對不能錯過！

立刻分享給好友，就有機會獲得史努比陶瓷手拿杯一對（紅/藍各一個），共有3個名額喔！
快來擁有>> http://mcdtw.com/sp/020/

【參加步驟】
1. 成為『麥當勞』粉絲
2. 公開分享此篇貼文

✦活動辦法✦
活動期間：2015年12月18日 21:00 – 2015年12月25日 23:59
活動辦法：於活動期間以Facebook個人帳號成為麥當勞粉絲，公開分享此篇貼文，即可參加抽獎。

抽獎獎項：『史努比陶瓷手拿杯一對（紅/藍各一個）』，共3名。

得獎名單公佈：將於2016年1月4日在本篇貼文下方公佈幸運得獎粉絲。

其它注意事項：
❶ 活動期間起至2015年12月18日 21:00 – 2015年12月25日 23:59止，一共3個得獎名額。
❷ 得獎名單將於2016年1月4日公告在麥當勞粉絲頁此篇貼文下方，得獎者可獲得史努比陶瓷手拿杯一對（紅/藍各一個），共3名。
❸ 得獎者需於2016年1月21日23:59前將您的寄送資料(包含：中文姓名/聯絡電話/個人FB Link及寄送地址)寄到
mcdtaiwan@gmail.com，逾期回覆及寄送資料提供不完整者視同棄權，不予遞補得獎名額，且台灣麥當勞無須負任何責任。
❹ 若有獎項名額遺缺，恕不遞補。
❺ 主辦單位最遲將於2016年2月25日前寄出所有獎項。
❻ 一個Facebook帳號僅有一次抽獎機會。
❼ 台灣麥當勞保留擴大、修改、取消、終止該活動以及更改活動截止日期的權利，無需做出解釋或通知。釋或通知。",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1086877101354973/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1086877101354973:0,2015-12-18T13:00:00+0000,photo,101615286547831_1086877101354973,3743,14804,NONE,14803,false,false,chronological,2358,false,Timeline Photos,,,,,
"想吃胡麻豬排，在日式餐廳可能燒掉３張百元鈔！
但在麥當勞…搭配套餐竟然百元有找啊！

鷄豬魚牛通通有，快看百元有找全部餐點
>> http://mcdtw.com/evm/002/",http://mcdtw.com/evm/002/,https://www.facebook.com/mcdonalds.tw/posts/1079159078793442,2015-12-18T02:00:00+0000,link,101615286547831_1079159078793442,90,2219,NONE,2219,false,false,chronological,120,false,麥當勞,,,,,
"年終美味強檔，双巨星聯手登場！

『海陸雙星堡 』北海道鮭魚+100%紐澳純牛肉，双巨星互飆美味，搭配天衣無縫，每一口都加倍好食啊！

同場加映『北海道鮭魚堡』喔 >>http://mcdtw.com/sf/003/",https://www.mcdelivery.com.tw/tw/browse/menu.html?daypartId=45&catId=97&utm_source=FB&utm_medium=PPALink&utm_term=ST&utm_content=STKV&utm_campaign=ST2015,https://www.facebook.com/mcdonalds.tw/posts/1075091675866849,2015-12-16T02:00:01+0000,link,101615286547831_1075091675866849,38,1558,NONE,1558,false,false,chronological,72,false,海陸雙星堡，双巨星美味送到家,,,,,
"麥當勞跨年變裝趴快來囉！
今年High爆了，變裝主題第一次讓網友決定

快留言~你希望服務員變身什麼主題？
麥當勞答應你選出3個，只要你敢說，就可能真的看到喔！

✦活動辦法✦
活動時間：即日起~2015年12月16日23:59止
活動辦法：在本篇貼文留下你建議的變裝主題，12月29日將公布獲選變裝主題！
其他注意事項：
❶ 每人/每個FB帳號不限投稿主題數，但主題不得重覆。
❷ 投稿主題一旦獲選，同意其主題完全授權台灣麥當勞活動相關使用。
❸若有負面不雅言詞或不相關留言，台灣麥當勞有權利得予以刪除。
❹台灣麥當勞保留擴大、修改、取消、終止該活動以及更改活動截止日期的權利，無需做出解釋或通知。",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1079156615460355/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1079156615460355:0,2015-12-14T08:00:01+0000,photo,101615286547831_1079156615460355,442,21229,NONE,21229,false,false,chronological,2015,false,Timeline Photos,,,,,
"真正純淨的優質鱈魚哪裡找？來麥當勞就有囉！

全新『快樂兒童餐』率先符合國家標準，『陽光鱈魚堡』嚴選阿拉斯加或紐西蘭純淨海域生長的鱈魚，搭配三道低溫水洗沙拉或嚴選富士蘋果，均衡又安心！

揭曉全新MENU>>http://bitly.com/mcdpkg15",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1075135162529167/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1075135162529167:0,2015-12-11T08:00:01+0000,photo,101615286547831_1075135162529167,21,613,NONE,613,false,false,chronological,32,false,Timeline Photos,,,,,
"誰規定漢堡一定配薯條？超人哥一定要配值人哥？
全新麥當勞自由配，隨你愛怎麼配、就怎麼配
主餐可搭配經典/清爽/酷炫/勁脆配餐～變化多達52種
想法與眾不同的你，想怎麼配？
馬上前往>>http://mcdtw.com/evm/001/",https://www.facebook.com/mcdonalds.tw/videos/1064337366942280/,https://www.facebook.com/mcdonalds.tw/videos/1064337366942280/,2015-12-11T02:00:01+0000,video,101615286547831_1064337366942280,129,4788,NONE,4787,false,false,chronological,166,false,NEW！超值全餐新配餐，自由配任你選,,,,,
"十五年前，我們在麥當勞的約定…
陪她說話、陪她失戀、陪她難過、陪她快樂…
在一起是，無論多久，都會記得我們的約定。
請在下方留言分享你們的約定，就有機會獲得影片中那一對絕版的漢堡神偷！

✦活動辦法✦
❶ 活動期間即日起至2015年12月18日 23:59止，共1個得獎名額。
❷ 將於2015年12月22日在本篇貼文下方公佈幸運得獎粉絲。得獎者可獲得漢堡神偷2個，共1名。
❸ 得獎者需於2015年12月25日23:59前將您的寄送資料(包含：中文姓名/聯絡電話/個人FB Link及寄送地址)寄到mcdtaiwan@gmail.com，逾期回覆及寄送資料提供不完整者視同棄權，不予遞補得獎名額，且台灣麥當勞無須負任何責任。
❹ 台灣麥當勞將於2015年12月31日前寄出獎項。本活動獎項寄送地區僅限台、澎、金、馬地區，海外地區恕無法配送。
❺ 台灣麥當勞保留擴大、修改、取消、終止該活動以及更改活動截止日期的權利，無需做出解釋或通知。",https://www.facebook.com/mcdonalds.tw/videos/1082132775162739/,https://www.facebook.com/mcdonalds.tw/videos/1082132775162739/,2015-12-10T08:00:01+0000,video,101615286547831_1082132775162739,21395,64861,NONE,64693,false,false,chronological,4105,false,,,,,,
"什麼樣的漢堡，讓美味彷彿在舌尖起舞?
酥嫩北海道鮭魚在口中彈跳，誘人的香煎純牛肉滑進嘴裡，
再佐以清新爽口的青檸蒔蘿醬，
年終限定「海陸雙星堡」和「北海道鮭魚堡」，難得美妙滋味，你怎麼能錯過？
搶先看食材在跳舞！  >>http://mcdtw.com/sf/001/
在家也能歡聚開趴！歡樂送網路訂餐>>http://mcdtw.com/evm/002/",https://www.facebook.com/mcdonalds.tw/videos/1071983136177703/,https://www.facebook.com/mcdonalds.tw/videos/1071983136177703/,2015-12-07T02:00:01+0000,video,101615286547831_1071983136177703,154,5877,NONE,5877,false,false,chronological,200,false,在舌尖起舞的豪華海陸滋味,,,,,
"小朋友對工作中的大人總是羨慕又好奇！

『小麥麥體驗營』完全滿足寶貝，讓寶貝真實上場成為小小服務員、小小經理……在角色扮演中滿足寶貝探索的好奇心！

一月份場次，12/1早上10點開放網路報名囉 >>
http://bitly.com/mcdcamp86

快加入麥當勞唯一官方親子粉絲團 麥麥童樂會",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1069300176445999/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1069300176445999:0,2015-11-30T08:00:01+0000,photo,101615286547831_1069300176445999,63,482,NONE,482,false,false,chronological,101,false,Timeline Photos,845235395538285,麥麥童樂會,page,145,5
"現在點快樂兒童餐也能吃到香烤入味的鮮嫩鷄腿排囉！

全新『快樂兒童餐』率先符合國家標準，主餐『青蔬烤鷄堡』有整塊去骨鷄腿排，而且是不施打生長激素的健康鷄，再搭配三道水洗鮮蔬，均衡又安心！

揭曉全新MENU>>http://bitly.com/mcdpkg14",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1075179552524728/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1075179552524728:0,2015-11-30T02:00:01+0000,photo,101615286547831_1075179552524728,33,869,NONE,869,false,false,chronological,70,false,Timeline Photos,,,,,
"聖誕季節來囉，『交換禮物』就要送口愛又實用的！

敲口愛的『史努比陶瓷手拿杯』有專屬禮盒+附贈2杯那堤兌換券(價值$130以上) ，絕對引起好友尖叫指數100%！

快來擁有 >> http://mcdtw.com/sp/019/",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1076103702432313/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1076103702432313:0,2015-11-27T08:00:01+0000,photo,101615286547831_1076103702432313,518,22865,NONE,22865,false,false,chronological,372,false,Timeline Photos,,,,,
"『快樂兒童餐』真的真的不一樣囉！

麥當勞率先符合國家標準，推出全新快樂兒童餐，主餐有『青蔬烤鷄堡』、『陽光鱈魚堡』，餐餐還有鮮蔬水果，超好吃又均衡喔！

現在隨餐附贈瑪利歐賽車玩具喔，快揭曉全新MENU
>>http://bitly.com/mcdpkg13",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1074737722568911/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1074737722568911:0,2015-11-25T02:00:00+0000,photo,101615286547831_1074737722568911,138,1641,NONE,1640,false,false,chronological,154,false,Timeline Photos,,,,,
"原來老公... 她在麥當勞才發現

他說：「我老了，全都靠你囉。」
她說：「說不定你到時候，連我都忘了…」
在一起是，關於你的事，不會忘記。",https://www.facebook.com/mcdonalds.tw/videos/1074165072626176/,https://www.facebook.com/mcdonalds.tw/videos/1074165072626176/,2015-11-23T13:00:01+0000,video,101615286547831_1074165072626176,19552,71731,NONE,71162,false,false,chronological,3407,false,,,,,,
"M Style潮勢力來襲，你follow得上？
簡單2步驟就能免費獲得麥當勞200元餐券喔！

Step 1 拍下你的M Style
上傳紅白條紋襪、薯條指甲彩繪…等相關打扮照片到你的Instagram，並加上#myMstyle

Step 2 追蹤麥當勞官方Instagram 
Instagram 搜尋mcdonaldstw，或手機點選 >>  https://www.instagram.com/mcdonaldstw/

最潮、更Young的麥當勞Instagram ，一定讓你超開心der

✦活動辦法✦ 

活動期間：2015年11月23日 – 2015年12月2日 23:59　
活動辦法：於活動期間以Instagram個人帳號上傳照片並Hashtag #myMstyle 即可參加抽獎。
抽獎獎項：『麥當勞200元餐券10名』 。
得獎名單公佈：將於2015年12月3日在本篇貼文下方公佈幸運得獎粉絲。

其它注意事項：
❶ 活動期間起至2015年11月23日 – 2015年12月2日 23:59止，一共10個得獎名額。
❷ 得獎名單將於2015年12月3日公告在麥當勞FB粉絲頁，得獎者可獲得麥當勞200元餐券1張。
❸ 得獎者需於2015年12月21日23:59前將您的寄送資料(包含：中文姓名/聯絡電話/個人FB Link及寄送地址)寄到mcdtaiwan@gmail.com，逾期回覆及寄送資料提供不完整者視同棄權，不予遞補得獎名額，且台灣麥當勞無須負任何責任。
❹ 若有獎項名額遺缺，恕不遞補。
❺ 主辦單位最遲將於2016/1/11前寄出所有獎項。
❻ 一個Instagram帳號僅有一次抽獎機會。
❼ 台灣麥當勞保留擴大、修改、取消、終止該活動以及更改活動截止日期的權利，無需做出解釋或通知。",https://www.instagram.com/mcdonaldstw/,https://www.facebook.com/mcdonalds.tw/posts/1074111199298230,2015-11-23T09:40:00+0000,link,101615286547831_1074111199298230,43,4478,NONE,4478,false,false,chronological,75,false,麥當勞,,,,,
"秋意漸濃，好需要一點溫暖的療癒感，就像……史‧努‧比！好想立刻擁有😘

『史努比陶瓷手拿杯』溫暖你的每一天，限時送兩杯那堤兌換券(價值$130起)，讓你從心溫暖 >> http://mcdtw.com/sp/018/",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1072783559430994/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1072783559430994:0,2015-11-20T10:50:01+0000,photo,101615286547831_1072783559430994,910,40879,NONE,40878,false,false,chronological,582,false,Timeline Photos,,,,,
"是淚嗎？
這是嚐到辣的爽
也是快沒辣的揪心

期間限定『風暴黑椒鷄腿堡』、『火爆辣烤鷄腿堡』，即將引爆退場機制！還好有勁辣鷄腿堡，經典永不退喔！

辛爆發 款款辣得感動 >>http://mcdtw.com/sp/013/
歡樂送網路訂餐 >>http://mcdtw.com/sp/014/",https://www.facebook.com/mcdonalds.tw/photos/a.114078088634884.6076.101615286547831/1056060021103348/?type=3,https://www.facebook.com/mcdonalds.tw/posts/1056060021103348:0,2015-11-18T02:00:01+0000,photo,101615286547831_1056060021103348,20,601,NONE,601,false,false,chronological,31,false,Timeline Photos,,,,,
"滿天的鳥兒就像落葉跳舞，想像力也飛起來囉！
麥當勞x格林文化，限時推出立體遊戲書，買快樂兒童餐就免費送，11/18推出最後兩本《第一百個客人》、《葉子到哪裡去了》喔！
最後一周！蒐藏趁現在>> http://mcdtw.com/bk/004/",https://www.facebook.com/mcdonalds.tw/videos/1064726250236725/,https://www.facebook.com/mcdonalds.tw/videos/1064726250236725/,2015-11-17T14:00:00+0000,video,101615286547831_1064726250236725,27,380,NONE,380,false,false,chronological,14,false,,,,,,
